symbol,open_time,open,high,low,close,volume
SUIUSDT,2024-03-17 08:00:00,1.4651,1.5277,1.4589,1.5228,6119471.0
SUIUSDT,2024-03-17 09:00:00,1.5226,1.5297,1.4945,1.4977,4158819.5
SUIUSDT,2024-03-17 10:00:00,1.4978,1.5401,1.4971,1.5385,5075425.6
SUIUSDT,2024-03-17 11:00:00,1.5384,1.5566,1.5187,1.5202,3952988.7
SUIUSDT,2024-03-17 12:00:00,1.5204,1.5384,1.5,1.5069,3283280.0
SUIUSDT,2024-03-17 13:00:00,1.5065,1.535,1.5063,1.525,3707225.0
SUIUSDT,2024-03-17 14:00:00,1.5249,1.5401,1.5105,1.5321,5474805.7
SUIUSDT,2024-03-17 15:00:00,1.532,1.5646,1.5187,1.5554,4926993.6
SUIUSDT,2024-03-17 16:00:00,1.5553,1.566,1.5353,1.5489,4212439.8
SUIUSDT,2024-03-17 17:00:00,1.5489,1.5715,1.5474,1.5709,2110984.6
SUIUSDT,2024-03-17 18:00:00,1.571,1.5713,1.5477,1.5517,2471670.0
SUIUSDT,2024-03-17 19:00:00,1.5517,1.5615,1.5477,1.5589,1745215.4
SUIUSDT,2024-03-17 20:00:00,1.5588,1.5656,1.5507,1.5521,2254862.8
SUIUSDT,2024-03-17 21:00:00,1.5521,1.5732,1.5516,1.5709,1256356.0
SUIUSDT,2024-03-17 22:00:00,1.5711,1.5989,1.5683,1.5887,4520814.3
SUIUSDT,2024-03-17 23:00:00,1.5887,1.6185,1.5695,1.6185,4008205.7
SUIUSDT,2024-03-18 00:00:00,1.6185,1.6564,1.5731,1.5749,8720411.1
SUIUSDT,2024-03-18 01:00:00,1.5745,1.6207,1.5578,1.6087,3921081.6
SUIUSDT,2024-03-18 02:00:00,1.6094,1.6275,1.6003,1.6208,2363460.0
SUIUSDT,2024-03-18 03:00:00,1.6206,1.6464,1.6188,1.6226,5028864.8
SUIUSDT,2024-03-18 04:00:00,1.6228,1.6791,1.6063,1.675,4704934.9
SUIUSDT,2024-03-18 05:00:00,1.6752,1.6927,1.6521,1.6902,6246954.9
SUIUSDT,2024-03-18 06:00:00,1.6903,1.754,1.6809,1.7456,9761002.0
SUIUSDT,2024-03-18 07:00:00,1.7456,1.7456,1.7103,1.7375,5183024.3
SUIUSDT,2024-03-18 08:00:00,1.7376,1.7377,1.6908,1.727,5590992.7
SUIUSDT,2024-03-18 09:00:00,1.7272,1.7309,1.6705,1.6782,5547052.2
SUIUSDT,2024-03-18 10:00:00,1.6782,1.6981,1.6483,1.6864,7467848.1
SUIUSDT,2024-03-18 11:00:00,1.6862,1.6917,1.6435,1.6458,6136303.9
SUIUSDT,2024-03-18 12:00:00,1.6458,1.6593,1.6295,1.651,6522063.8
SUIUSDT,2024-03-18 13:00:00,1.651,1.6715,1.6291,1.6674,6054205.9
SUIUSDT,2024-03-18 14:00:00,1.667,1.6676,1.5856,1.6,6386469.8
SUIUSDT,2024-03-18 15:00:00,1.5998,1.6101,1.5814,1.5877,4164029.9
SUIUSDT,2024-03-18 16:00:00,1.5876,1.65,1.5801,1.6166,6896659.6
SUIUSDT,2024-03-18 17:00:00,1.6168,1.6174,1.5592,1.5647,7426692.6
SUIUSDT,2024-03-18 18:00:00,1.5647,1.5657,1.519,1.5239,8407235.1
SUIUSDT,2024-03-18 19:00:00,1.5244,1.5496,1.5177,1.533,3997459.4
SUIUSDT,2024-03-18 20:00:00,1.5332,1.5493,1.5302,1.5369,2872992.0
SUIUSDT,2024-03-18 21:00:00,1.537,1.567,1.5366,1.5467,3317329.3
SUIUSDT,2024-03-18 22:00:00,1.5468,1.5527,1.5274,1.5344,3217654.6
SUIUSDT,2024-03-18 23:00:00,1.5345,1.5508,1.5192,1.5236,2976024.7
SUIUSDT,2024-03-19 00:00:00,1.5236,1.5543,1.518,1.5443,6128199.2
SUIUSDT,2024-03-19 01:00:00,1.5443,1.5476,1.465,1.4786,7342507.4
SUIUSDT,2024-03-19 02:00:00,1.4786,1.5127,1.4775,1.4838,3646148.0
SUIUSDT,2024-03-19 03:00:00,1.4836,1.4982,1.4463,1.4939,6776236.9
SUIUSDT,2024-03-19 04:00:00,1.4934,1.5043,1.467,1.4764,4638711.4
SUIUSDT,2024-03-19 05:00:00,1.4762,1.485,1.4582,1.4842,5463051.4
SUIUSDT,2024-03-19 06:00:00,1.4842,1.4934,1.4596,1.4846,6113653.3
SUIUSDT,2024-03-19 07:00:00,1.4847,1.5583,1.43,1.5506,9525342.4
SUIUSDT,2024-03-19 08:00:00,1.551,1.5596,1.51,1.5308,8925420.5
SUIUSDT,2024-03-19 09:00:00,1.5307,1.6035,1.516,1.6011,10007571.4
SUIUSDT,2024-03-19 10:00:00,1.6014,1.6264,1.5653,1.6025,8158409.8
SUIUSDT,2024-03-19 11:00:00,1.6023,1.6256,1.5681,1.6183,8235578.7
SUIUSDT,2024-03-19 12:00:00,1.6183,1.6904,1.6174,1.6751,9197342.8
SUIUSDT,2024-03-19 13:00:00,1.6748,1.6881,1.6342,1.6453,7535776.2
SUIUSDT,2024-03-19 14:00:00,1.644,1.6542,1.5854,1.6497,12288175.9
SUIUSDT,2024-03-19 15:00:00,1.6499,1.7349,1.6304,1.7102,12856415.1
SUIUSDT,2024-03-19 16:00:00,1.7107,1.7217,1.6718,1.682,8375281.2
SUIUSDT,2024-03-19 17:00:00,1.6818,1.7371,1.6815,1.7211,6153533.3
SUIUSDT,2024-03-19 18:00:00,1.7214,1.7256,1.6921,1.7095,4681959.0
SUIUSDT,2024-03-19 19:00:00,1.7092,1.7118,1.6702,1.6883,4728268.9
SUIUSDT,2024-03-19 20:00:00,1.6884,1.6978,1.6612,1.6859,6415281.1
SUIUSDT,2024-03-19 21:00:00,1.6859,1.6866,1.6594,1.6714,4925577.3
SUIUSDT,2024-03-19 22:00:00,1.6712,1.68,1.6208,1.6326,8250595.3
SUIUSDT,2024-03-19 23:00:00,1.6327,1.6691,1.6041,1.6464,9633227.1
SUIUSDT,2024-03-20 00:00:00,1.6463,1.652,1.5828,1.6147,7154654.8
SUIUSDT,2024-03-20 01:00:00,1.6147,1.6265,1.5711,1.5747,6983171.2
SUIUSDT,2024-03-20 02:00:00,1.5748,1.61,1.5668,1.601,7911585.6
SUIUSDT,2024-03-20 03:00:00,1.6006,1.618,1.5498,1.5563,3897939.8
SUIUSDT,2024-03-20 04:00:00,1.5563,1.5685,1.5254,1.5311,5239165.0
SUIUSDT,2024-03-20 05:00:00,1.5308,1.5443,1.4994,1.5337,6805769.5
SUIUSDT,2024-03-20 06:00:00,1.5334,1.5576,1.5276,1.5461,4094838.1
SUIUSDT,2024-03-20 07:00:00,1.546,1.5804,1.5434,1.5729,4842867.0
SUIUSDT,2024-03-20 08:00:00,1.5729,1.5918,1.556,1.5565,5588384.2
SUIUSDT,2024-03-20 09:00:00,1.5565,1.5944,1.555,1.593,4222977.6
SUIUSDT,2024-03-20 10:00:00,1.593,1.6158,1.5802,1.605,3677847.1
SUIUSDT,2024-03-20 11:00:00,1.605,1.6221,1.5903,1.5953,4305390.0
SUIUSDT,2024-03-20 12:00:00,1.5953,1.6199,1.5875,1.616,5869983.0
SUIUSDT,2024-03-20 13:00:00,1.616,1.6178,1.5901,1.5928,5648975.0
SUIUSDT,2024-03-20 14:00:00,1.5928,1.595,1.566,1.5761,5249322.6
SUIUSDT,2024-03-20 15:00:00,1.5761,1.5803,1.5445,1.5494,6365672.4
SUIUSDT,2024-03-20 16:00:00,1.5494,1.5661,1.512,1.5384,5853363.5
SUIUSDT,2024-03-20 17:00:00,1.5386,1.5843,1.5352,1.562,5237349.0
SUIUSDT,2024-03-20 18:00:00,1.5622,1.6185,1.5619,1.6169,4106745.8
SUIUSDT,2024-03-20 19:00:00,1.6175,1.6624,1.6092,1.6352,18761950.3
SUIUSDT,2024-03-20 20:00:00,1.6352,1.6904,1.6317,1.6803,5946470.5
SUIUSDT,2024-03-20 21:00:00,1.6802,1.78,1.6733,1.7651,9075122.5
SUIUSDT,2024-03-20 22:00:00,1.7651,1.775,1.7334,1.7378,4899039.4
SUIUSDT,2024-03-20 23:00:00,1.7379,1.7597,1.7346,1.7537,4444902.2
SUIUSDT,2024-03-21 00:00:00,1.7537,1.8575,1.7404,1.8424,14492167.1
SUIUSDT,2024-03-21 01:00:00,1.8423,1.877,1.8283,1.831,6603251.0
SUIUSDT,2024-03-21 02:00:00,1.831,1.8559,1.8219,1.8501,4588416.8
SUIUSDT,2024-03-21 03:00:00,1.8502,1.8555,1.8253,1.8347,3253979.3
SUIUSDT,2024-03-21 04:00:00,1.8347,1.8564,1.8215,1.8265,3976575.7
SUIUSDT,2024-03-21 05:00:00,1.8265,1.8369,1.7868,1.833,5584020.9
SUIUSDT,2024-03-21 06:00:00,1.8331,1.866,1.8234,1.8461,7739657.5
SUIUSDT,2024-03-21 07:00:00,1.8461,1.8914,1.8421,1.8514,4385477.8
SUIUSDT,2024-03-21 08:00:00,1.8515,1.8746,1.837,1.8373,3684273.5
SUIUSDT,2024-03-21 09:00:00,1.8373,1.8544,1.8232,1.8531,4715343.3
SUIUSDT,2024-03-21 10:00:00,1.8531,1.8944,1.8522,1.8792,5206545.3
SUIUSDT,2024-03-21 11:00:00,1.8793,1.8818,1.851,1.8615,2742622.2
SUIUSDT,2024-03-21 12:00:00,1.8614,1.9028,1.8365,1.847,5289581.9
SUIUSDT,2024-03-21 13:00:00,1.847,1.8893,1.8459,1.8804,4142967.3
SUIUSDT,2024-03-21 14:00:00,1.8799,1.9486,1.8595,1.869,8082222.1
SUIUSDT,2024-03-21 15:00:00,1.8691,1.8719,1.8363,1.8445,5497118.1
SUIUSDT,2024-03-21 16:00:00,1.8444,1.8704,1.8222,1.8588,5140729.5
SUIUSDT,2024-03-21 17:00:00,1.8588,1.887,1.8535,1.8842,4818475.0
SUIUSDT,2024-03-21 18:00:00,1.8842,1.8845,1.825,1.8425,4464429.9
SUIUSDT,2024-03-21 19:00:00,1.8425,1.8525,1.8145,1.8356,3839042.7
SUIUSDT,2024-03-21 20:00:00,1.8356,1.865,1.8147,1.8623,3428602.7
SUIUSDT,2024-03-21 21:00:00,1.8625,1.8628,1.8097,1.8265,2283720.6
SUIUSDT,2024-03-21 22:00:00,1.8262,1.8344,1.8027,1.8065,1921051.2
SUIUSDT,2024-03-21 23:00:00,1.8066,1.8353,1.8046,1.8264,2065453.2
SUIUSDT,2024-03-22 00:00:00,1.8264,1.8264,1.7762,1.788,4834765.7
SUIUSDT,2024-03-22 01:00:00,1.788,1.795,1.7771,1.7846,1896689.2
SUIUSDT,2024-03-22 02:00:00,1.7846,1.7884,1.7737,1.7849,1840329.7
SUIUSDT,2024-03-22 03:00:00,1.7849,1.8094,1.7846,1.7963,2097128.3
SUIUSDT,2024-03-22 04:00:00,1.7963,1.8162,1.7916,1.8075,2772924.7
SUIUSDT,2024-03-22 05:00:00,1.8075,1.8132,1.794,1.8017,1195419.9
SUIUSDT,2024-03-22 06:00:00,1.8017,1.8154,1.7907,1.8121,1826088.8
SUIUSDT,2024-03-22 07:00:00,1.8121,1.8307,1.807,1.8246,1881962.5
SUIUSDT,2024-03-22 08:00:00,1.8246,1.8319,1.784,1.787,2373673.1
SUIUSDT,2024-03-22 09:00:00,1.7869,1.7946,1.7705,1.7786,2703526.8
SUIUSDT,2024-03-22 10:00:00,1.7786,1.8154,1.76,1.8059,4003664.7
SUIUSDT,2024-03-22 11:00:00,1.8064,1.8123,1.7743,1.7909,3875809.4
SUIUSDT,2024-03-22 12:00:00,1.7909,1.831,1.7598,1.7779,5548627.6
SUIUSDT,2024-03-22 13:00:00,1.778,1.8078,1.7748,1.8019,3818646.8
SUIUSDT,2024-03-22 14:00:00,1.8018,1.805,1.7401,1.7452,6832896.5
SUIUSDT,2024-03-22 15:00:00,1.7453,1.7986,1.7417,1.7969,3600474.2
SUIUSDT,2024-03-22 16:00:00,1.7971,1.8061,1.7512,1.7633,4180094.4
SUIUSDT,2024-03-22 17:00:00,1.7633,1.7805,1.7494,1.7723,1596937.1
SUIUSDT,2024-03-22 18:00:00,1.772,1.7831,1.7493,1.7821,1479216.8
SUIUSDT,2024-03-22 19:00:00,1.7816,1.7822,1.7427,1.7572,1757572.1
SUIUSDT,2024-03-22 20:00:00,1.7572,1.7582,1.724,1.7329,2100790.3
SUIUSDT,2024-03-22 21:00:00,1.7328,1.7335,1.7001,1.7074,2300137.4
SUIUSDT,2024-03-22 22:00:00,1.7073,1.7075,1.6837,1.6871,1928216.4
SUIUSDT,2024-03-22 23:00:00,1.6871,1.732,1.6847,1.7313,1671551.2
SUIUSDT,2024-03-23 00:00:00,1.7312,1.7313,1.708,1.7082,1605945.2
SUIUSDT,2024-03-23 01:00:00,1.7081,1.738,1.7069,1.7245,1560999.4
SUIUSDT,2024-03-23 02:00:00,1.7249,1.7338,1.6952,1.7015,2418496.6
SUIUSDT,2024-03-23 03:00:00,1.7014,1.702,1.67,1.6774,2544481.9
SUIUSDT,2024-03-23 04:00:00,1.6773,1.6998,1.675,1.6989,1486165.6
SUIUSDT,2024-03-23 05:00:00,1.699,1.7102,1.6933,1.7088,1195443.1
SUIUSDT,2024-03-23 06:00:00,1.7087,1.7268,1.7034,1.7197,1418698.1
SUIUSDT,2024-03-23 07:00:00,1.7195,1.7295,1.7085,1.7106,2234078.5
SUIUSDT,2024-03-23 08:00:00,1.7104,1.7164,1.6942,1.7025,1998666.1
SUIUSDT,2024-03-23 09:00:00,1.7025,1.7028,1.6813,1.6914,1513277.2
SUIUSDT,2024-03-23 10:00:00,1.6914,1.6993,1.681,1.6828,1740836.2
SUIUSDT,2024-03-23 11:00:00,1.6828,1.6933,1.6795,1.6933,1090257.1
SUIUSDT,2024-03-23 12:00:00,1.6933,1.7051,1.6857,1.7035,1584448.5
SUIUSDT,2024-03-23 13:00:00,1.7034,1.7044,1.69,1.7009,1300693.9
SUIUSDT,2024-03-23 14:00:00,1.7009,1.7183,1.6883,1.7134,1935457.9
SUIUSDT,2024-03-23 15:00:00,1.7135,1.7135,1.6865,1.6921,1803932.0
SUIUSDT,2024-03-23 16:00:00,1.692,1.7089,1.678,1.6796,2872403.0
SUIUSDT,2024-03-23 17:00:00,1.6796,1.686,1.6608,1.6856,2621166.8
SUIUSDT,2024-03-23 18:00:00,1.6857,1.6903,1.6806,1.6854,752186.6
SUIUSDT,2024-03-23 19:00:00,1.6853,1.6901,1.6727,1.674,1146451.2
SUIUSDT,2024-03-23 20:00:00,1.674,1.6766,1.6653,1.6686,1004039.9
SUIUSDT,2024-03-23 21:00:00,1.6687,1.6736,1.6645,1.67,488486.6
SUIUSDT,2024-03-23 22:00:00,1.67,1.6755,1.664,1.6656,673955.2
SUIUSDT,2024-03-23 23:00:00,1.6656,1.6701,1.6412,1.6445,2808392.0
SUIUSDT,2024-03-24 00:00:00,1.6447,1.663,1.6428,1.6579,1180691.9
SUIUSDT,2024-03-24 01:00:00,1.6581,1.6632,1.6481,1.6578,982753.1
SUIUSDT,2024-03-24 02:00:00,1.6578,1.6634,1.6464,1.6619,1234327.4
SUIUSDT,2024-03-24 03:00:00,1.6621,1.6624,1.6417,1.649,1065401.9
SUIUSDT,2024-03-24 04:00:00,1.649,1.658,1.6462,1.6522,1041135.2
SUIUSDT,2024-03-24 05:00:00,1.652,1.6553,1.63,1.6318,1663530.7
SUIUSDT,2024-03-24 06:00:00,1.6317,1.6361,1.6186,1.6267,1613933.1
SUIUSDT,2024-03-24 07:00:00,1.6267,1.631,1.62,1.6284,1016607.0
SUIUSDT,2024-03-24 08:00:00,1.6285,1.6533,1.6236,1.6501,1649619.2
SUIUSDT,2024-03-24 09:00:00,1.65,1.6512,1.6332,1.6408,1341311.9
SUIUSDT,2024-03-24 10:00:00,1.6408,1.6515,1.6327,1.6404,1396542.7
SUIUSDT,2024-03-24 11:00:00,1.6402,1.6477,1.6351,1.6455,1287617.2
SUIUSDT,2024-03-24 12:00:00,1.6454,1.6546,1.6353,1.6528,1394069.8
SUIUSDT,2024-03-24 13:00:00,1.6526,1.6607,1.643,1.6496,2185071.2
SUIUSDT,2024-03-24 14:00:00,1.65,1.6594,1.6454,1.6556,945880.7
SUIUSDT,2024-03-24 15:00:00,1.6557,1.6796,1.6523,1.6749,2010520.4
SUIUSDT,2024-03-24 16:00:00,1.6747,1.6756,1.6562,1.6565,1217078.4
SUIUSDT,2024-03-24 17:00:00,1.6562,1.6574,1.6288,1.6446,2545742.9
SUIUSDT,2024-03-24 18:00:00,1.6443,1.6623,1.642,1.6599,747058.8
SUIUSDT,2024-03-24 19:00:00,1.66,1.6641,1.6536,1.6568,559791.1
SUIUSDT,2024-03-24 20:00:00,1.6567,1.6808,1.6498,1.6778,1536524.4
SUIUSDT,2024-03-24 21:00:00,1.6783,1.693,1.6758,1.6855,1533308.5
SUIUSDT,2024-03-24 22:00:00,1.6857,1.695,1.6814,1.6927,1622871.3
SUIUSDT,2024-03-24 23:00:00,1.6926,1.6989,1.6759,1.6783,1470025.1
SUIUSDT,2024-03-25 00:00:00,1.6787,1.6822,1.6587,1.6659,1346801.5
SUIUSDT,2024-03-25 01:00:00,1.6659,1.6891,1.663,1.6817,831217.7
SUIUSDT,2024-03-25 02:00:00,1.6817,1.6879,1.6749,1.6817,825159.8
SUIUSDT,2024-03-25 03:00:00,1.6816,1.6939,1.6781,1.6881,776963.6
SUIUSDT,2024-03-25 04:00:00,1.688,1.6969,1.6774,1.694,960345.5
SUIUSDT,2024-03-25 05:00:00,1.6942,1.717,1.6924,1.7046,2234263.8
SUIUSDT,2024-03-25 06:00:00,1.7046,1.7089,1.6905,1.6992,1855685.6
SUIUSDT,2024-03-25 07:00:00,1.6992,1.715,1.6976,1.7008,1966748.7
SUIUSDT,2024-03-25 08:00:00,1.7007,1.7246,1.7005,1.7195,1888363.9
SUIUSDT,2024-03-25 09:00:00,1.7196,1.7211,1.6956,1.7141,1592836.0
SUIUSDT,2024-03-25 10:00:00,1.714,1.7143,1.6891,1.6923,1339304.4
SUIUSDT,2024-03-25 11:00:00,1.6923,1.6927,1.6672,1.6725,1770293.8
SUIUSDT,2024-03-25 12:00:00,1.6726,1.6859,1.6712,1.6733,1182266.9
SUIUSDT,2024-03-25 13:00:00,1.6734,1.6806,1.6544,1.6796,1789575.6
SUIUSDT,2024-03-25 14:00:00,1.6795,1.72,1.6735,1.7108,5016956.3
SUIUSDT,2024-03-25 15:00:00,1.7109,1.7257,1.7091,1.7165,2822648.9
SUIUSDT,2024-03-25 16:00:00,1.7166,1.7389,1.7078,1.738,2433745.0
SUIUSDT,2024-03-25 17:00:00,1.7385,1.7478,1.7236,1.7333,1964342.7
SUIUSDT,2024-03-25 18:00:00,1.7336,1.7393,1.7217,1.7333,1474786.1
SUIUSDT,2024-03-25 19:00:00,1.7333,1.7341,1.716,1.7292,1021864.2
SUIUSDT,2024-03-25 20:00:00,1.7292,1.7411,1.725,1.7354,1460668.5
SUIUSDT,2024-03-25 21:00:00,1.7354,1.7357,1.7055,1.714,1559243.0
SUIUSDT,2024-03-25 22:00:00,1.714,1.7257,1.714,1.7208,950435.3
SUIUSDT,2024-03-25 23:00:00,1.7211,1.7228,1.6972,1.7036,1243362.8
SUIUSDT,2024-03-26 00:00:00,1.7035,1.7161,1.6986,1.699,1257589.7
SUIUSDT,2024-03-26 01:00:00,1.699,1.7135,1.6966,1.7102,1044777.0
SUIUSDT,2024-03-26 02:00:00,1.7106,1.7535,1.7091,1.75,2733889.4
SUIUSDT,2024-03-26 03:00:00,1.7501,1.7618,1.7378,1.7561,2145116.0
SUIUSDT,2024-03-26 04:00:00,1.7561,1.7773,1.7541,1.7694,1769705.3
SUIUSDT,2024-03-26 05:00:00,1.7693,1.7744,1.7551,1.7671,1716480.1
SUIUSDT,2024-03-26 06:00:00,1.7671,1.7834,1.767,1.7807,1502690.7
SUIUSDT,2024-03-26 07:00:00,1.7807,1.7867,1.7611,1.7642,2552827.6
SUIUSDT,2024-03-26 08:00:00,1.7643,1.7762,1.7571,1.7697,1756725.4
SUIUSDT,2024-03-26 09:00:00,1.7698,1.7746,1.7582,1.7717,1227899.0
SUIUSDT,2024-03-26 10:00:00,1.7717,1.7988,1.7685,1.7976,1774547.2
SUIUSDT,2024-03-26 11:00:00,1.7976,1.8162,1.7808,1.8145,2620692.5
SUIUSDT,2024-03-26 12:00:00,1.8145,1.8173,1.7944,1.8085,2720505.8
SUIUSDT,2024-03-26 13:00:00,1.8085,1.8157,1.7706,1.7723,4049409.4
SUIUSDT,2024-03-26 14:00:00,1.7725,1.7993,1.7336,1.7972,5792785.0
SUIUSDT,2024-03-26 15:00:00,1.7972,1.8319,1.7863,1.8179,6598696.6
SUIUSDT,2024-03-26 16:00:00,1.8179,1.8472,1.7749,1.7916,7095387.3
SUIUSDT,2024-03-26 17:00:00,1.7917,1.868,1.7861,1.8552,6816395.7
SUIUSDT,2024-03-26 18:00:00,1.8552,1.886,1.8467,1.8668,4615533.4
SUIUSDT,2024-03-26 19:00:00,1.8672,1.8778,1.8494,1.8623,2479504.7
SUIUSDT,2024-03-26 20:00:00,1.8629,1.897,1.8629,1.8808,2216998.9
SUIUSDT,2024-03-26 21:00:00,1.8813,1.8903,1.85,1.8615,2399020.6
SUIUSDT,2024-03-26 22:00:00,1.8614,1.88,1.8593,1.8732,2128828.0
SUIUSDT,2024-03-26 23:00:00,1.8732,1.8946,1.8632,1.8858,2185852.7
SUIUSDT,2024-03-27 00:00:00,1.8859,1.8949,1.8557,1.8907,3830668.0
SUIUSDT,2024-03-27 01:00:00,1.8908,1.9312,1.88,1.9141,5090810.8
SUIUSDT,2024-03-27 02:00:00,1.914,1.9769,1.9013,1.9708,6430025.8
SUIUSDT,2024-03-27 03:00:00,1.9709,2.0909,1.965,2.0462,17731336.5
SUIUSDT,2024-03-27 04:00:00,2.0465,2.0719,2.0111,2.0225,5868498.8
SUIUSDT,2024-03-27 05:00:00,2.0233,2.06,2.0233,2.0405,3662478.6
SUIUSDT,2024-03-27 06:00:00,2.0405,2.0755,2.0035,2.0111,4951749.9
SUIUSDT,2024-03-27 07:00:00,2.0109,2.0292,1.9795,2.001,6155678.2
SUIUSDT,2024-03-27 08:00:00,2.0008,2.0134,1.9248,1.9327,6736567.2
SUIUSDT,2024-03-27 09:00:00,1.9331,2.0026,1.9192,1.9869,7321898.3
SUIUSDT,2024-03-27 10:00:00,1.9868,1.9946,1.9565,1.9734,4370901.7
SUIUSDT,2024-03-27 11:00:00,1.9737,2.08,1.9716,2.0723,12279395.2
SUIUSDT,2024-03-27 12:00:00,2.0721,2.1046,2.0485,2.0669,6280928.2
SUIUSDT,2024-03-27 13:00:00,2.067,2.0996,2.05,2.0649,7365297.7
SUIUSDT,2024-03-27 14:00:00,2.0661,2.1381,1.991,2.0959,12650306.7
SUIUSDT,2024-03-27 15:00:00,2.0959,2.1592,2.073,2.1074,9445837.5
SUIUSDT,2024-03-27 16:00:00,2.1079,2.151,2.09,2.1496,7459567.0
SUIUSDT,2024-03-27 17:00:00,2.1497,2.1829,2.1232,2.1587,6128322.8
SUIUSDT,2024-03-27 18:00:00,2.1587,2.1587,2.102,2.1072,3780058.0
SUIUSDT,2024-03-27 19:00:00,2.1071,2.1424,2.0952,2.1366,2520997.7
SUIUSDT,2024-03-27 20:00:00,2.1365,2.1694,2.1291,2.1558,2697550.0
SUIUSDT,2024-03-27 21:00:00,2.1558,2.1559,2.1,2.1138,1941777.8
SUIUSDT,2024-03-27 22:00:00,2.1137,2.1566,2.0983,2.1411,2871649.2
SUIUSDT,2024-03-27 23:00:00,2.1414,2.1438,2.0707,2.0754,4234153.8
SUIUSDT,2024-03-28 00:00:00,2.0754,2.1675,2.01,2.0394,16119435.8
SUIUSDT,2024-03-28 01:00:00,2.0394,2.043,2.008,2.014,4233635.0
SUIUSDT,2024-03-28 02:00:00,2.014,2.0197,1.99,2.0,3347543.0
SUIUSDT,2024-03-28 03:00:00,2.0001,2.0236,1.973,2.0166,5758527.1
SUIUSDT,2024-03-28 04:00:00,2.0161,2.0427,1.9928,2.0394,3173812.6
SUIUSDT,2024-03-28 05:00:00,2.0394,2.0394,2.0022,2.0257,2216693.7
SUIUSDT,2024-03-28 06:00:00,2.0255,2.0353,2.0137,2.0237,2713430.3
SUIUSDT,2024-03-28 07:00:00,2.0221,2.0368,2.0063,2.0172,3089033.5
SUIUSDT,2024-03-28 08:00:00,2.0174,2.0177,1.9877,1.9885,2314410.9
SUIUSDT,2024-03-28 09:00:00,1.9885,2.0067,1.9866,1.9959,2109402.7
SUIUSDT,2024-03-28 10:00:00,1.9959,2.0494,1.9865,1.9957,5242230.6
SUIUSDT,2024-03-28 11:00:00,1.996,2.0133,1.9804,1.9921,2847669.2
SUIUSDT,2024-03-28 12:00:00,1.9921,1.9921,1.9588,1.9811,2770731.4
SUIUSDT,2024-03-28 13:00:00,1.981,1.998,1.965,1.9915,1528094.7
SUIUSDT,2024-03-28 14:00:00,1.9914,2.0415,1.9909,2.0263,4564893.2
SUIUSDT,2024-03-28 15:00:00,2.0262,2.0319,1.977,1.9816,3461129.8
SUIUSDT,2024-03-28 16:00:00,1.9825,2.0042,1.9809,1.9946,1739332.3
SUIUSDT,2024-03-28 17:00:00,1.9945,1.9952,1.9769,1.9876,1254089.9
SUIUSDT,2024-03-28 18:00:00,1.9875,1.9985,1.9859,1.9967,874009.8
SUIUSDT,2024-03-28 19:00:00,1.9963,2.0061,1.9892,1.9981,1086836.3
SUIUSDT,2024-03-28 20:00:00,1.9983,2.016,1.9937,2.0111,1494630.1
SUIUSDT,2024-03-28 21:00:00,2.011,2.0111,1.9827,2.0004,1725419.8
SUIUSDT,2024-03-28 22:00:00,2.0005,2.0023,1.9826,2.0018,1557953.2
SUIUSDT,2024-03-28 23:00:00,2.0016,2.0286,1.999,2.0219,1582171.9
SUIUSDT,2024-03-29 00:00:00,2.0219,2.1044,2.0043,2.0932,5111411.2
SUIUSDT,2024-03-29 01:00:00,2.0928,2.1028,2.0665,2.0962,3288023.1
SUIUSDT,2024-03-29 02:00:00,2.0962,2.1296,2.0837,2.1231,4758341.4
SUIUSDT,2024-03-29 03:00:00,2.1232,2.1379,2.0988,2.1315,4364315.1
SUIUSDT,2024-03-29 04:00:00,2.1319,2.136,2.09,2.1304,3536622.3
SUIUSDT,2024-03-29 05:00:00,2.1301,2.1472,2.0984,2.1226,3404356.3
SUIUSDT,2024-03-29 06:00:00,2.1224,2.1305,2.0839,2.0964,2897332.2
SUIUSDT,2024-03-29 07:00:00,2.0956,2.1258,2.0669,2.0829,4418977.9
SUIUSDT,2024-03-29 08:00:00,2.0828,2.1312,2.0806,2.1295,3363815.2
SUIUSDT,2024-03-29 09:00:00,2.1295,2.1296,2.0845,2.0901,1956963.6
SUIUSDT,2024-03-29 10:00:00,2.0898,2.0924,2.0509,2.066,3737735.8
SUIUSDT,2024-03-29 11:00:00,2.0662,2.0682,2.0012,2.0109,3402354.3
SUIUSDT,2024-03-29 12:00:00,2.011,2.0201,1.9772,1.9911,2865572.8
SUIUSDT,2024-03-29 13:00:00,1.9916,2.0088,1.9853,2.005,2883499.4
SUIUSDT,2024-03-29 14:00:00,2.0051,2.0052,1.9477,1.9569,5000533.8
SUIUSDT,2024-03-29 15:00:00,1.9572,1.9667,1.9361,1.9452,3534899.1
SUIUSDT,2024-03-29 16:00:00,1.9452,1.9563,1.9355,1.9417,2427057.5
SUIUSDT,2024-03-29 17:00:00,1.9416,1.9551,1.9374,1.9521,1470300.5
SUIUSDT,2024-03-29 18:00:00,1.952,1.9537,1.933,1.945,1000499.0
SUIUSDT,2024-03-29 19:00:00,1.9431,1.9442,1.9321,1.9413,656010.8
SUIUSDT,2024-03-29 20:00:00,1.9415,1.9415,1.925,1.9276,661492.9
